Facility_Code,Health_Service,Facility_Name,Last_Month_In_QTR,Month,Quarter,Year,Triage_Category,Number_of_Attendances,Variation_Attendances_Percent,Patients_Seen_Within_Recommended_Times_Percent,Median_Waiting_Time_Minutes,Patients_Did_Not_Wait_For_Treatment_Percent,Patients_Admitted_From_ED_Percent,Admissions_To_Hospital_Within_4_Hours_Percent,ED_Stay_Within_4_Hours_Percent,Number_Left_After_Treatment_Commenced,Percent_Left_After_Treatment_Commenced,Number_Did_Not_Wait_For_Treatment
172,Mackay,Mackay,1/03/2016,3,1,2016,3,1749,1,65,21,2,34,31,64,51,3,29
172,Mackay,Mackay,1/03/2016,3,1,2016,4,1452,-22,75,29,4,8,38,88,100,7,51
172,Mackay,Mackay,1/03/2016,3,1,2016,5,149,-15,95,30,0,1,0,97,8,5,0
172,Mackay,Mackay,1/03/2016,3,1,2016,ALL,3932,-9,72,20,2,26,33,73,159,4,85
200,Townsville,Townsville,1/03/2016,3,1,2016,1,100,8,100,0,3,85,75,71,0,0,3
200,Townsville,Townsville,1/03/2016,3,1,2016,2,887,5,80,7,1,62,53,67,1,0,9
200,Townsville,Townsville,1/03/2016,3,1,2016,3,2999,4,73,17,2,39,63,81,26,1,54
200,Townsville,Townsville,1/03/2016,3,1,2016,4,2869,-2,73,25,4,17,65,88,173,6,107
200,Townsville,Townsville,1/03/2016,3,1,2016,5,232,46,89,22,2,4,89,97,14,6,5
200,Townsville,Townsville,1/03/2016,3,1,2016,ALL,7087,3,75,16,3,32,61,82,214,3,178
201,Metro North,Royal & Women's,1/03/2016,3,1,2016,1,51,-18,100,0,0,84,65,65,0,0,0
201,Metro North,Royal & Women's,1/03/2016,3,1,2016,2,882,-2,73,5,2,70,51,57,4,0,21
201,Metro North,Royal & Women's,1/03/2016,3,1,2016,3,2496,-12,67,21,2,46,46,62,39,2,45
201,Metro North,Royal & Women's,1/03/2016,3,1,2016,4,2559,10,86,23,3,26,49,77,57,2,68
201,Metro North,Royal & Women's,1/03/2016,3,1,2016,5,757,13,96,22,3,9,54,90,36,5,19
201,Metro North,Royal & Women's,1/03/2016,3,1,2016,ALL,6745,-1,79,19,2,38,48,70,136,2,153
202,Childrens Health Queensland,Queensland Children's,1/03/2016,3,1,2016,1,29,-43,100,0,0,90,58,62,0,0,0
202,Childrens Health Queensland,Queensland Children's,1/03/2016,3,1,2016,2,945,19,91,5,0,57,56,65,0,0,3
202,Childrens Health Queensland,Queensland Children's,1/03/2016,3,1,2016,3,1936,12,64,22,0,31,57,78,8,0,3
202,Childrens Health Queensland,Queensland Children's,1/03/2016,3,1,2016,4,2897,0,71,37,0,10,56,88,44,2,2
202,Childrens Health Queensland,Queensland Children's,1/03/2016,3,1,2016,5,171,-53,96,30,1,2,75,95,1,1,1
202,Childrens Health Queensland,Queensland Children's,1/03/2016,3,1,2016,ALL,5978,2,73,22,0,25,56,81,53,1,9
214,Cairns and Hinterland,Cairns,1/03/2016,3,1,2016,1,57,-7,100,0,2,84,40,46,0,0,1
214,Cairns and Hinterland,Cairns,1/03/2016,3,1,2016,2,916,13,53,10,1,64,31,40,3,0,13
214,Cairns and Hinterland,Cairns,1/03/2016,3,1,2016,3,2293,3,58,25,3,48,31,52,23,1,65
214,Cairns and Hinterland,Cairns,1/03/2016,3,1,2016,4,2029,0,70,34,7,26,42,71,74,4,148
214,Cairns and Hinterland,Cairns,1/03/2016,3,1,2016,5,463,34,87,40,9,8,43,87,24,5,41
214,Cairns and Hinterland,Cairns,1/03/2016,3,1,2016,ALL,5758,5,64,24,5,40,34,60,124,2,268
246,North West,Mount Isa,1/03/2016,3,1,2016,1,8,700,100,0,0,63,40,63,0,0,0
246,North West,Mount Isa,1/03/2016,3,1,2016,2,161,-11,98,3,4,47,64,79,1,1,6
246,North West,Mount Isa,1/03/2016,3,1,2016,3,625,8,88,11,3,26,46,80,10,2,20
246,North West,Mount Isa,1/03/2016,3,1,2016,4,1358,0,83,24,2,6,50,93,108,8,26
246,North West,Mount Isa,1/03/2016,3,1,2016,5,482,2,93,23,1,1,80,99,56,12,5
246,North West,Mount Isa,1/03/2016,3,1,2016,ALL,2634,2,87,17,2,13,52,90,175,7,57
934,Gold Coast,Robina,1/03/2016,3,1,2016,1,25,92,100,0,4,72,89,92,0,0,1
934,Gold Coast,Robina,1/03/2016,3,1,2016,2,790,15,73,7,3,62,86,87,0,0,20
934,Gold Coast,Robina,1/03/2016,3,1,2016,3,2746,1,46,33,4,48,75,77,121,4,105
934,Gold Coast,Robina,1/03/2016,3,1,2016,4,1706,-2,62,39,4,17,68,82,114,7,63
934,Gold Coast,Robina,1/03/2016,3,1,2016,5,82,1,87,32,5,4,67,93,12,15,4
934,Gold Coast,Robina,1/03/2016,3,1,2016,ALL,5349,2,56,27,4,40,77,80,247,5,193
936,Gold Coast,Gold Coast,1/03/2016,3,1,2016,1,208,75,100,0,1,86,72,72,0,0,2
936,Gold Coast,Gold Coast,1/03/2016,3,1,2016,2,1668,14,51,10,1,69,78,80,8,0,9
936,Gold Coast,Gold Coast,1/03/2016,3,1,2016,3,4889,4,38,43,1,44,69,76,248,5,26
936,Gold Coast,Gold Coast,1/03/2016,3,1,2016,4,1991,4,56,50,1,15,68,85,151,8,22
936,Gold Coast,Gold Coast,1/03/2016,3,1,2016,5,165,-15,81,38,0,5,88,92,34,21,0
936,Gold Coast,Gold Coast,1/03/2016,3,1,2016,ALL,8921,7,47,33,1,42,72,79,441,5,59
99999,,Queensland,1/03/2016,3,1,2016,1,996,10,99,0,1,79,59,58,0,0,14
99999,,Queensland,1/03/2016,3,1,2016,2,17987,10,71,7,2,63,56,62,35,0,273
99999,,Queensland,1/03/2016,3,1,2016,3,55711,5,59,24,2,42,54,68,1280,2,1195
99999,,Queensland,1/03/2016,3,1,2016,4,46455,-3,71,31,3,15,56,84,2311,5,1196
99999,,Queensland,1/03/2016,3,1,2016,5,6581,1,90,27,2,5,64,93,516,8,149
99999,,Queensland,1/03/2016,3,1,2016,ALL,127730,2,67,22,2,33,55,75,4142,3,2827
1,Mater Public Hospitals,Mater Adult,1/04/2016,4,2,2016,1,4,300,100,0,0,75,33,50,0,0,0
1,Mater Public Hospitals,Mater Adult,1/04/2016,4,2,2016,2,266,44,88,4,1,59,71,79,0,0,3
1,Mater Public Hospitals,Mater Adult,1/04/2016,4,2,2016,3,1443,29,58,25,2,41,68,82,16,1,23
1,Mater Public Hospitals,Mater Adult,1/04/2016,4,2,2016,4,1603,-2,58,45,3,13,71,90,75,5,56
1,Mater Public Hospitals,Mater Adult,1/04/2016,4,2,2016,5,174,0,72,46,1,2,25,94,26,15,1
1,Mater Public Hospitals,Mater Adult,1/04/2016,4,2,2016,ALL,3490,12,61,30,2,27,69,86,117,3,83
4,Metro North,Prince Charles,1/04/2016,4,2,2016,1,30,67,100,0,0,70,52,53,0,0,0
4,Metro North,Prince Charles,1/04/2016,4,2,2016,2,850,16,80,7,1,67,48,57,2,0,5
4,Metro North,Prince Charles,1/04/2016,4,2,2016,3,2901,3,57,25,1,48,49,64,53,2,39
4,Metro North,Prince Charles,1/04/2016,4,2,2016,4,2586,4,79,26,1,16,59,85,89,3,17
4,Metro North,Prince Charles,1/04/2016,4,2,2016,5,661,10,94,23,0,4,61,93,31,5,2
4,Metro North,Prince Charles,1/04/2016,4,2,2016,ALL,7028,6,72,21,1,35,51,74,175,2,63
11,Metro South,Princess Alexandra,1/04/2016,4,2,2016,1,88,-10,100,0,0,89,60,53,0,0,0
11,Metro South,Princess Alexandra,1/04/2016,4,2,2016,2,1057,5,70,7,1,77,45,51,6,1,6
11,Metro South,Princess Alexandra,1/04/2016,4,2,2016,3,2516,0,64,20,3,59,50,59,44,2,64
11,Metro South,Princess Alexandra,1/04/2016,4,2,2016,4,1106,-9,81,21,4,33,56,72,50,5,48
11,Metro South,Princess Alexandra,1/04/2016,4,2,2016,5,230,-25,90,21,8,15,63,83,16,7,18
11,Metro South,Princess Alexandra,1/04/2016,4,2,2016,ALL,4997,-3,71,16,3,56,50,61,116,2,136
15,West Moreton,Ipswich,1/04/2016,4,2,2016,1,41,8,100,0,2,83,38,41,0,0,1
15,West Moreton,Ipswich,1/04/2016,4,2,2016,2,833,31,75,5,2,64,63,70,0,0,14
15,West Moreton,Ipswich,1/04/2016,4,2,2016,3,2430,6,41,39,3,41,51,64,144,6,67
15,West Moreton,Ipswich,1/04/2016,4,2,2016,4,1518,9,51,56,4,16,52,79,149,10,55
15,West Moreton,Ipswich,1/04/2016,4,2,2016,5,314,27,85,53,2,5,88,93,33,11,6
15,West Moreton,Ipswich,1/04/2016,4,2,2016,ALL,5136,11,53,31,3,35,55,71,326,6,143
16,Metro North,Redcliffe,1/04/2016,4,2,2016,1,17,-29,100,0,0,65,45,41,0,0,0
16,Metro North,Redcliffe,1/04/2016,4,2,2016,2,700,14,88,5,2,63,38,49,0,0,11
16,Metro North,Redcliffe,1/04/2016,4,2,2016,3,2410,5,62,20,3,40,43,63,42,2,83
16,Metro North,Redcliffe,1/04/2016,4,2,2016,4,1743,-6,78,20,3,14,50,84,57,3,54
16,Metro North,Redcliffe,1/04/2016,4,2,2016,5,201,27,98,15,2,4,38,94,8,4,4
16,Metro North,Redcliffe,1/04/2016,4,2,2016,ALL,5071,2,73,15,3,33,43,70,107,2,152
22,Metro South,Queen Elizabeth II,1/04/2016,4,2,2016,1,20,122,100,0,0,70,43,50,0,0,0
22,Metro South,Queen Elizabeth II,1/04/2016,4,2,2016,2,649,12,89,5,1,64,56,60,1,0,5
22,Metro South,Queen Elizabeth II,1/04/2016,4,2,2016,3,2248,20,70,19,1,41,59,67,46,2,23
22,Metro South,Queen Elizabeth II,1/04/2016,4,2,2016,4,1629,-5,87,21,1,12,62,86,56,3,22
22,Metro South,Queen Elizabeth II,1/04/2016,4,2,2016,5,92,-52,99,17,0,7,100,100,6,7,0
22,Metro South,Queen Elizabeth II,1/04/2016,4,2,2016,ALL,4638,6,79,17,1,33,59,74,109,2,50
28,Metro South,Redland,1/04/2016,4,2,2016,1,14,-36,100,0,0,43,17,29,0,0,0
28,Metro South,Redland,1/04/2016,4,2,2016,2,592,30,74,7,2,48,47,56,4,1,10
28,Metro South,Redland,1/04/2016,4,2,2016,3,2094,0,57,24,1,29,36,60,38,2,17
28,Metro South,Redland,1/04/2016,4,2,2016,4,1674,-1,71,32,1,10,45,82,52,3,18
28,Metro South,Redland,1/04/2016,4,2,2016,5,312,-8,93,28,2,4,55,96,10,3,5
28,Metro South,Redland,1/04/2016,4,2,2016,ALL,4686,2,67,22,1,23,40,69,104,2,50
29,Metro South,Logan,1/04/2016,4,2,2016,1,69,38,99,0,4,74,45,43,0,0,3
29,Metro South,Logan,1/04/2016,4,2,2016,2,1525,13,44,13,2,57,49,53,5,0,28
29,Metro South,Logan,1/04/2016,4,2,2016,3,3419,6,45,34,2,41,54,63,110,3,82
29,Metro South,Logan,1/04/2016,4,2,2016,4,1869,11,65,36,2,18,66,81,100,5,40
29,Metro South,Logan,1/04/2016,4,2,2016,5,248,12,87,33,2,10,72,88,19,8,6
29,Metro South,Logan,1/04/2016,4,2,2016,ALL,7130,9,52,28,2,38,54,66,234,3,159
30,Metro North,Caboolture,1/04/2016,4,2,2016,1,21,17,100,0,0,48,80,62,0,0,0
30,Metro North,Caboolture,1/04/2016,4,2,2016,2,829,11,60,9,2,68,54,61,0,0,14
30,Metro North,Caboolture,1/04/2016,4,2,2016,3,2143,4,52,28,5,41,40,61,40,2,99
30,Metro North,Caboolture,1/04/2016,4,2,2016,4,1280,-13,75,23,6,13,50,85,49,4,77
30,Metro North,Caboolture,1/04/2016,4,2,2016,5,70,-5,89,21,11,1,100,99,9,13,8
30,Metro North,Caboolture,1/04/2016,4,2,2016,ALL,4343,-1,61,20,5,37,46,69,98,2,198
43,Sunshine Coast,Caloundra,1/04/2016,4,2,2016,1,7,133,86,0,0,29,50,43,0,0,0
43,Sunshine Coast,Caloundra,1/04/2016,4,2,2016,2,244,11,87,6,1,58,87,76,0,0,2
43,Sunshine Coast,Caloundra,1/04/2016,4,2,2016,3,1063,14,76,17,3,46,81,79,20,2,27
43,Sunshine Coast,Caloundra,1/04/2016,4,2,2016,4,1370,5,62,38,4,17,73,83,105,8,55
43,Sunshine Coast,Caloundra,1/04/2016,4,2,2016,5,116,-23,78,35,3,1,100,87,18,16,3
43,Sunshine Coast,Caloundra,1/04/2016,4,2,2016,ALL,2800,7,70,21,3,31,80,81,143,5,87
49,Sunshine Coast,Nambour,1/04/2016,4,2,2016,1,41,-23,100,0,0,80,61,59,0,0,0
49,Sunshine Coast,Nambour,1/04/2016,4,2,2016,2,750,1,84,5,1,68,55,60,1,0,9
49,Sunshine Coast,Nambour,1/04/2016,4,2,2016,3,1914,1,60,23,2,53,54,64,26,1,41
49,Sunshine Coast,Nambour,1/04/2016,4,2,2016,4,1529,8,70,34,3,28,57,77,73,5,51
49,Sunshine Coast,Nambour,1/04/2016,4,2,2016,5,195,-17,84,32,3,7,71,90,16,8,6
49,Sunshine Coast,Nambour,1/04/2016,4,2,2016,ALL,4429,2,69,20,2,45,55,69,116,3,107
62,Wide Bay,Bundaberg,1/04/2016,4,2,2016,1,12,-8,100,0,0,75,56,58,0,0,0
62,Wide Bay,Bundaberg,1/04/2016,4,2,2016,2,345,15,82,7,1,69,70,74,0,0,3
62,Wide Bay,Bundaberg,1/04/2016,4,2,2016,3,1556,13,85,15,1,48,74,80,11,1,23
62,Wide Bay,Bundaberg,1/04/2016,4,2,2016,4,1962,-18,78,29,0,10,74,94,64,3,9
62,Wide Bay,Bundaberg,1/04/2016,4,2,2016,5,207,45,88,28,0,4,63,93,16,8,0
62,Wide Bay,Bundaberg,1/04/2016,4,2,2016,ALL,4082,-3,82,19,1,30,73,87,91,2,35
68,Sunshine Coast,Gympie,1/04/2016,4,2,2016,1,3,-57,100,0,0,33,0,67,0,0,0
68,Sunshine Coast,Gympie,1/04/2016,4,2,2016,2,256,10,89,5,0,39,67,76,0,0,1
68,Sunshine Coast,Gympie,1/04/2016,4,2,2016,3,793,24,79,12,1,20,54,79,5,1,9
68,Sunshine Coast,Gympie,1/04/2016,4,2,2016,4,1212,1,84,13,3,4,55,94,50,4,31
68,Sunshine Coast,Gympie,1/04/2016,4,2,2016,5,156,-46,97,15,1,0,0,99,5,3,2
68,Sunshine Coast,Gympie,1/04/2016,4,2,2016,ALL,2420,2,83,11,2,13,58,87,60,2,43
69,Wide Bay,Hervey Bay,1/04/2016,4,2,2016,1,19,-10,100,0,0,63,50,53,0,0,0
69,Wide Bay,Hervey Bay,1/04/2016,4,2,2016,2,359,26,77,7,1,65,43,47,0,0,5
69,Wide Bay,Hervey Bay,1/04/2016,4,2,2016,3,1225,7,68,19,2,47,49,64,18,1,21
69,Wide Bay,Hervey Bay,1/04/2016,4,2,2016,4,1167,-10,66,35,2,16,60,84,55,5,26
69,Wide Bay,Hervey Bay,1/04/2016,4,2,2016,5,156,81,94,25,3,4,57,96,12,8,4
69,Wide Bay,Hervey Bay,1/04/2016,4,2,2016,ALL,2926,3,70,19,2,35,50,72,85,3,56
71,Wide Bay,Maryborough,1/04/2016,4,2,2016,1,7,133,100,0,0,14,100,71,0,0,0
71,Wide Bay,Maryborough,1/04/2016,4,2,2016,2,145,-3,86,6,1,25,50,57,0,0,2
71,Wide Bay,Maryborough,1/04/2016,4,2,2016,3,574,7,78,17,2,18,58,73,13,2,10
71,Wide Bay,Maryborough,1/04/2016,4,2,2016,4,823,3,73,31,2,8,56,87,27,3,13
71,Wide Bay,Maryborough,1/04/2016,4,2,2016,5,142,-6,92,25,1,5,86,96,11,8,2
71,Wide Bay,Maryborough,1/04/2016,4,2,2016,ALL,1691,3,78,21,2,13,57,80,51,3,27
104,Darling Downs,Toowoomba,1/04/2016,4,2,2016,1,45,36,100,0,0,82,43,47,0,0,0
104,Darling Downs,Toowoomba,1/04/2016,4,2,2016,2,506,17,96,4,1,74,55,63,0,0,4
104,Darling Downs,Toowoomba,1/04/2016,4,2,2016,3,2167,14,60,22,3,48,59,71,38,2,58
104,Darling Downs,Toowoomba,1/04/2016,4,2,2016,4,1403,-8,65,34,5,12,63,81,114,8,67
104,Darling Downs,Toowoomba,1/04/2016,4,2,2016,5,93,19,88,28,11,1,0,94,6,6,10
104,Darling Downs,Toowoomba,1/04/2016,4,2,2016,ALL,4214,6,67,20,3,39,58,73,158,4,139
136,Central Queensland,Gladstone,1/04/2016,4,2,2016,1,17,21,100,0,0,94,75,76,0,0,0
136,Central Queensland,Gladstone,1/04/2016,4,2,2016,2,341,15,90,4,1,53,74,84,0,0,5
136,Central Queensland,Gladstone,1/04/2016,4,2,2016,3,844,18,88,9,1,29,71,89,6,1,10
136,Central Queensland,Gladstone,1/04/2016,4,2,2016,4,898,-12,93,9,2,7,74,97,19,2,14
136,Central Queensland,Gladstone,1/04/2016,4,2,2016,5,227,-9,98,7,1,2,75,98,9,4,2
136,Central Queensland,Gladstone,1/04/2016,4,2,2016,ALL,2327,1,91,8,1,22,73,92,34,1,31
141,Central Queensland,Rockhampton,1/04/2016,4,2,2016,1,25,79,100,0,0,84,24,32,0,0,0
141,Central Queensland,Rockhampton,1/04/2016,4,2,2016,2,510,47,93,4,2,62,57,66,1,0,9
141,Central Queensland,Rockhampton,1/04/2016,4,2,2016,3,1666,9,87,12,1,40,53,74,11,1,24
141,Central Queensland,Rockhampton,1/04/2016,4,2,2016,4,1797,5,86,20,1,14,55,89,56,3,20
141,Central Queensland,Rockhampton,1/04/2016,4,2,2016,5,136,-25,99,17,0,4,33,95,7,5,0
141,Central Queensland,Rockhampton,1/04/2016,4,2,2016,ALL,4134,9,88,12,1,30,54,80,75,2,53
172,Mackay,Mackay,1/04/2016,4,2,2016,1,58,9,100,0,3,64,38,52,0,0,2
172,Mackay,Mackay,1/04/2016,4,2,2016,2,500,10,76,7,3,53,43,56,1,0,16
172,Mackay,Mackay,1/04/2016,4,2,2016,3,1723,10,65,21,1,34,38,67,48,3,25
172,Mackay,Mackay,1/04/2016,4,2,2016,4,1484,-8,74,30,2,7,50,90,85,6,37
172,Mackay,Mackay,1/04/2016,4,2,2016,5,176,7,94,33,1,2,100,98,6,3,1
172,Mackay,Mackay,1/04/2016,4,2,2016,ALL,3941,2,72,20,2,25,41,76,140,4,81
200,Townsville,Townsville,1/04/2016,4,2,2016,1,77,-8,100,0,1,90,71,71,0,0,1
200,Townsville,Townsville,1/04/2016,4,2,2016,2,865,2,85,6,2,57,64,73,1,0,16
200,Townsville,Townsville,1/04/2016,4,2,2016,3,2815,8,76,15,1,39,65,83,28,1,37
200,Townsville,Townsville,1/04/2016,4,2,2016,4,2684,5,77,22,3,15,65,89,113,4,81
200,Townsville,Townsville,1/04/2016,4,2,2016,5,213,70,93,14,2,4,78,96,10,5,4
200,Townsville,Townsville,1/04/2016,4,2,2016,ALL,6654,7,79,15,2,31,65,84,152,2,139
201,Metro North,Royal & Women's,1/04/2016,4,2,2016,1,55,57,100,0,0,85,72,71,0,0,0
201,Metro North,Royal & Women's,1/04/2016,4,2,2016,2,883,16,74,4,1,73,49,56,3,0,10
201,Metro North,Royal & Women's,1/04/2016,4,2,2016,3,2688,3,69,20,2,44,49,65,26,1,64
201,Metro North,Royal & Women's,1/04/2016,4,2,2016,4,2874,31,86,21,2,29,55,77,39,1,52
201,Metro North,Royal & Women's,1/04/2016,4,2,2016,5,607,11,97,19,2,11,63,91,36,6,13
201,Metro North,Royal & Women's,1/04/2016,4,2,2016,ALL,7107,16,79,17,2,39,52,71,104,1,139
202,Childrens Health Queensland,Queensland Children's,1/04/2016,4,2,2016,1,43,-2,100,0,0,88,61,65,0,0,0
202,Childrens Health Queensland,Queensland Children's,1/04/2016,4,2,2016,2,928,35,92,5,0,52,61,72,0,0,3
202,Childrens Health Queensland,Queensland Children's,1/04/2016,4,2,2016,3,1894,13,71,19,0,30,59,81,3,0,6
202,Childrens Health Queensland,Queensland Children's,1/04/2016,4,2,2016,4,2520,3,82,27,0,11,57,91,15,1,4
202,Childrens Health Queensland,Queensland Children's,1/04/2016,4,2,2016,5,167,-41,96,29,0,2,100,97,2,1,0
202,Childrens Health Queensland,Queensland Children's,1/04/2016,4,2,2016,ALL,5552,8,80,18,0,25,59,84,20,0,13
214,Cairns and Hinterland,Cairns,1/04/2016,4,2,2016,1,61,-14,100,0,0,87,64,61,0,0,0
214,Cairns and Hinterland,Cairns,1/04/2016,4,2,2016,2,883,20,61,8,1,65,39,46,3,0,5
214,Cairns and Hinterland,Cairns,1/04/2016,4,2,2016,3,2228,6,61,22,2,46,38,56,11,0,48
214,Cairns and Hinterland,Cairns,1/04/2016,4,2,2016,4,1887,-4,73,32,7,26,45,72,40,2,124
214,Cairns and Hinterland,Cairns,1/04/2016,4,2,2016,5,411,13,90,33,9,6,50,89,25,6,38
214,Cairns and Hinterland,Cairns,1/04/2016,4,2,2016,ALL,5470,4,68,22,4,40,41,63,79,1,215
246,North West,Mount Isa,1/04/2016,4,2,2016,1,6,20,100,0,0,83,60,67,0,0,0
246,North West,Mount Isa,1/04/2016,4,2,2016,2,169,9,98,4,2,40,63,79,0,0,3
246,North West,Mount Isa,1/04/2016,4,2,2016,3,654,32,88,11,3,26,51,79,11,2,21
246,North West,Mount Isa,1/04/2016,4,2,2016,4,1361,16,82,25,2,5,49,93,101,7,27
246,North West,Mount Isa,1/04/2016,4,2,2016,5,406,6,90,22,2,1,67,99,44,11,7
246,North West,Mount Isa,1/04/2016,4,2,2016,ALL,2596,17,86,17,2,12,53,90,156,6,58
934,Gold Coast,Robina,1/04/2016,4,2,2016,1,22,38,95,0,0,82,61,59,0,0,0
934,Gold Coast,Robina,1/04/2016,4,2,2016,2,694,6,75,7,1,63,85,86,0,0,10
934,Gold Coast,Robina,1/04/2016,4,2,2016,3,2524,6,55,26,3,49,83,85,55,2,65
934,Gold Coast,Robina,1/04/2016,4,2,2016,4,1685,8,70,30,3,17,79,89,71,4,50
934,Gold Coast,Robina,1/04/2016,4,2,2016,5,81,-33,89,23,1,5,100,99,5,6,1
934,Gold Coast,Robina,1/04/2016,4,2,2016,ALL,5006,6,64,23,3,40,83,87,131,3,126
936,Gold Coast,Gold Coast,1/04/2016,4,2,2016,1,191,48,100,0,1,86,69,70,0,0,1
936,Gold Coast,Gold Coast,1/04/2016,4,2,2016,2,1556,15,50,10,1,69,76,80,7,0,14
936,Gold Coast,Gold Coast,1/04/2016,4,2,2016,3,4385,4,41,40,1,45,71,78,191,4,23
936,Gold Coast,Gold Coast,1/04/2016,4,2,2016,4,1927,4,58,46,0,15,72,84,139,7,5
936,Gold Coast,Gold Coast,1/04/2016,4,2,2016,5,169,-1,88,30,1,5,89,93,19,11,1
936,Gold Coast,Gold Coast,1/04/2016,4,2,2016,ALL,8228,6,49,30,1,43,73,80,356,4,44
99999,,Queensland,1/04/2016,4,2,2016,1,993,13,100,0,1,80,58,58,0,0,8
99999,,Queensland,1/04/2016,4,2,2016,2,17235,15,74,7,1,63,57,63,35,0,213
99999,,Queensland,1/04/2016,4,2,2016,3,52317,8,62,22,2,42,56,70,1054,2,1009
99999,,Queensland,1/04/2016,4,2,2016,4,43591,1,74,27,2,15,59,85,1843,4,1053
99999,,Queensland,1/04/2016,4,2,2016,5,5960,-1,91,24,2,5,66,93,405,7,144
99999,,Queensland,1/04/2016,4,2,2016,ALL,120096,6,70,20,2,34,57,76,3337,3,2427
1,Mater Public Hospitals,Mater Adult,1/05/2016,5,2,2016,1,2,-60,100,0,0,100,50,50,0,0,0
1,Mater Public Hospitals,Mater Adult,1/05/2016,5,2,2016,2,253,9,88,5,1,55,69,79,0,0,3
1,Mater Public Hospitals,Mater Adult,1/05/2016,5,2,2016,3,1563,32,66,22,1,39,67,82,12,1,22
1,Mater Public Hospitals,Mater Adult,1/05/2016,5,2,2016,4,1599,-4,68,38,3,14,74,91,43,3,41
1,Mater Public Hospitals,Mater Adult,1/05/2016,5,2,2016,5,128,-4,79,33,5,5,86,96,18,14,6
1,Mater Public Hospitals,Mater Adult,1/05/2016,5,2,2016,ALL,3545,10,69,26,2,28,69,86,73,2,72
4,Metro North,Prince Charles,1/05/2016,5,2,2016,1,26,24,100,0,4,69,61,54,0,0,1
4,Metro North,Prince Charles,1/05/2016,5,2,2016,2,881,27,77,7,1,67,50,57,0,0,11
4,Metro North,Prince Charles,1/05/2016,5,2,2016,3,3244,17,55,27,1,48,46,62,58,2,37
4,Metro North,Prince Charles,1/05/2016,5,2,2016,4,2781,16,79,28,1,15,58,86,79,3,18
4,Metro North,Prince Charles,1/05/2016,5,2,2016,5,627,0,97,28,1,6,54,93,22,4,6
4,Metro North,Prince Charles,1/05/2016,5,2,2016,ALL,7559,16,70,23,1,34,49,73,159,2,73
11,Metro South,Princess Alexandra,1/05/2016,5,2,2016,1,107,2,99,0,0,92,65,64,0,0,0
11,Metro South,Princess Alexandra,1/05/2016,5,2,2016,2,1035,-6,76,6,1,79,45,49,2,0,9
11,Metro South,Princess Alexandra,1/05/2016,5,2,2016,3,2597,-4,69,19,3,63,51,59,24,1,75
11,Metro South,Princess Alexandra,1/05/2016,5,2,2016,4,1089,-11,86,20,4,35,60,73,30,3,47
11,Metro South,Princess Alexandra,1/05/2016,5,2,2016,5,262,-13,95,16,7,21,54,82,8,3,19
11,Metro South,Princess Alexandra,1/05/2016,5,2,2016,ALL,5090,-6,76,15,3,58,51,61,64,1,150
15,West Moreton,Ipswich,1/05/2016,5,2,2016,1,62,77,100,0,0,77,50,45,0,0,0
15,West Moreton,Ipswich,1/05/2016,5,2,2016,2,944,54,78,5,1,65,64,70,1,0,7
15,West Moreton,Ipswich,1/05/2016,5,2,2016,3,2616,16,45,36,2,41,51,63,165,6,63
15,West Moreton,Ipswich,1/05/2016,5,2,2016,4,1329,-17,47,61,3,16,57,81,130,10,34
15,West Moreton,Ipswich,1/05/2016,5,2,2016,5,259,-12,80,53,1,3,78,92,26,10,2
15,West Moreton,Ipswich,1/05/2016,5,2,2016,ALL,5210,8,54,28,2,37,56,70,322,6,106
16,Metro North,Redcliffe,1/05/2016,5,2,2016,1,25,39,96,0,4,76,47,48,0,0,1
16,Metro North,Redcliffe,1/05/2016,5,2,2016,2,704,15,88,6,1,67,40,50,1,0,10
16,Metro North,Redcliffe,1/05/2016,5,2,2016,3,2536,8,60,22,3,41,41,61,35,1,76
16,Metro North,Redcliffe,1/05/2016,5,2,2016,4,1888,6,74,26,3,14,51,84,50,3,64
16,Metro North,Redcliffe,1/05/2016,5,2,2016,5,227,14,98,14,2,4,44,95,8,4,4
16,Metro North,Redcliffe,1/05/2016,5,2,2016,ALL,5380,8,71,18,3,33,42,69,94,2,155
22,Metro South,Queen Elizabeth II,1/05/2016,5,2,2016,1,11,-50,100,0,0,45,20,36,0,0,0
22,Metro South,Queen Elizabeth II,1/05/2016,5,2,2016,2,664,7,91,5,1,68,53,59,1,0,7
22,Metro South,Queen Elizabeth II,1/05/2016,5,2,2016,3,2234,22,74,18,1,44,60,68,44,2,25
22,Metro South,Queen Elizabeth II,1/05/2016,5,2,2016,4,1797,-3,87,22,1,12,51,84,68,4,18
22,Metro South,Queen Elizabeth II,1/05/2016,5,2,2016,5,114,-55,91,23,0,4,75,95,11,10,0
22,Metro South,Queen Elizabeth II,1/05/2016,5,2,2016,ALL,4820,5,81,16,1,34,57,73,124,3,50
28,Metro South,Redland,1/05/2016,5,2,2016,1,23,77,100,0,0,61,36,43,0,0,0
28,Metro South,Redland,1/05/2016,5,2,2016,2,626,29,69,7,1,46,48,52,4,1,7
28,Metro South,Redland,1/05/2016,5,2,2016,3,2206,2,55,26,2,29,41,59,92,4,35
28,Metro South,Redland,1/05/2016,5,2,2016,4,1792,-5,65,37,1,9,50,79,121,7,15
